Genes,peak_time,Distance
TIR3,55.0,3.79575540522605
MCM22,55.0,3.359417074891234
URA5,55.0,3.579253096447348
SSO2,55.0,3.9435659877657843
MEF2,55.0,3.7754215236398756
SDC1,55.0,3.93438379195765
ALK1,56.0,4.103862830572793
UAF30,56.0,4.147253601586602
SYC1,56.0,3.851739785180949
STV1,56.0,3.927449205530286
ITT1,56.0,4.222357233998161
SUR7,56.0,2.8908483799523643
CDC5,56.0,3.4710338410049113
SHE2,56.0,3.436199861304847
FRK1,56.0,3.8868889520715633
YNL190W,56.0,3.8707587537544974
BET2,56.0,3.963679837216596
LOT5,56.0,3.1802196006487606
YJR098C,56.0,4.047708219455226
MSW1,56.0,3.924761556456413
SET3,56.0,3.579447509541072
VMA3,56.0,3.9130082275270244
APC1,56.0,4.2459262124167685
BUD8,56.0,4.038966765170652
BUD4,56.0,3.387693496742404
CLB1,56.0,3.3450951939924884
ACE2,57.0,3.4742968767260876
CLB2,57.0,3.6263911034482574
TPM2,57.0,4.178536027616545
TBS1,57.0,3.9060052106909993
IRC8,57.0,3.7985956160609304
SRO7,57.0,4.201852787054473
SML1,57.0,3.3187222143574386
TIF4632,57.0,4.079398975669919
HST3,57.0,3.680956237509145
IES6,57.0,3.680079300321044
SWI5,57.0,3.1976909665190636
SED5,58.0,3.998029836412192
DOT6,58.0,4.178515907962091
TEM1,58.0,3.3994933266802243
PMA1,58.0,3.4254836144589524
SRC1,58.0,3.315246197448958
REV1,58.0,3.7402765343957314
ASE1,58.0,3.5783169927495835
URN1,58.0,3.825609022743584
ACF4,58.0,3.8287983930828626
SFG1,59.0,3.4692734698161245
IMD3,59.0,4.0466517143892275
AIM20,59.0,3.3439842059261182
FET3,59.0,3.6704456589584122
WSC4,59.0,3.62772622169499
ESC2,59.0,3.8156515819705636
MYO1,59.0,3.904086238678869
VID27,59.0,4.113234130086949
YBR138C,59.0,3.5866033136511146
NAB2,59.0,4.200862301579945
COQ8,59.0,3.791633072977138
YCR024C-B,59.0,3.413825333491204
AKR1,59.0,4.111020947842989
SMY1,60.0,4.025814127430656
YFR039C,60.0,3.6598270871045533
AIM32,60.0,3.6220479175192346
ATF2,60.0,4.081643825587781
GTS1,60.0,4.0391301615187425
GTF1,60.0,4.13162806124367
TPO3,60.0,3.695547888414247
MOB1,60.0,3.4559164729470537
MMR1,60.0,4.117348649485827
CCL1,61.0,4.232123491776057
SPS4,61.0,4.131102516399365
VPS38,61.0,4.080209148712715
PUF3,61.0,4.056421938273542
CHS2,61.0,3.7698743952423373
IQG1,61.0,4.19964136110045
PMP1,61.0,3.5558072482949785
ATG22,62.0,4.149650051308231
YAP3,62.0,4.238488585919625
VMA16,62.0,3.667766543950263
HOF1,62.0,4.188377860357679
RSB1,62.0,4.048365130929529
YOR314W,62.0,4.023859692541196
SEC6,63.0,4.0127223113525705
GMH1,63.0,3.930419934145414
NCE102,63.0,3.3020226094388407
NGL1,63.0,4.218518626956181
DIB1,63.0,4.169408154795058
YPT31,63.0,3.739902724490755
LGE1,63.0,4.080899620046893
YIL092W,63.0,4.210805642619597
CSI1,64.0,4.062776864518969
YML119W,64.0,3.9064048729694756
TCM62,64.0,4.196000003564302
RPI1,64.0,4.066928962298663
YOL114C,64.0,3.436591560625115
NBA1,64.0,3.616938829658165
NPL3,64.0,4.184753137377815
PKC1,64.0,4.207442687856062
MRH1,64.0,3.8453004116755807
OCA2,64.0,3.2331678471976844
YNL144C,65.0,3.808113415316514
YNL058C,65.0,3.8382795176183007
YNL211C,65.0,4.227647591568168
TLG1,65.0,3.762891376951691
YOR105W,65.0,4.2466477770882705
JHD1,65.0,3.891631161668676
SKS1,65.0,4.195702626663263
ATG26,65.0,3.9015764340722034
CTR3,66.0,4.217581474902143
JNM1,66.0,4.0346515598944235
BNS1,66.0,3.303406265388467
OSM1,66.0,3.602812021043104
YHR216W,66.0,3.5953073485556644
PRP4,67.0,3.9053636222621697
CWC24,67.0,3.8647303851101777
COG8,67.0,4.1170804615110335
SYF2,67.0,3.5339797748089317
NTG2,67.0,4.0127657830711305
MRP20,67.0,4.15937335321022
MRPL17,67.0,4.051385897702487
ABD1,67.0,4.051051957134541
CDC20,67.0,3.503150468243324
NHX1,67.0,3.9088174895543073
TDA6,67.0,3.9177622819177036
MED2,67.0,4.128046245725321
IMA1,67.0,4.206600253969761
IMH1,68.0,3.9920774009329105
YGP1,68.0,3.9962971537913163
GSM1,68.0,4.168799991378306
PIS1,68.0,4.238161786503097
ROM1,68.0,3.64064118670382
TAF2,68.0,4.014464738657125
PRP46,68.0,4.204633568606233
TAO3,68.0,4.237785815193973
HXT3,68.0,4.052039416170943
NAP1,68.0,4.055380944466288
RER2,68.0,4.187228503533121
RTR1,68.0,4.040218279272978
HEH2,68.0,4.190527137384558
CKA1,68.0,4.199395677423578
NAT3,68.0,4.1992810057776495
SNT309,68.0,4.111635910303115
WTM2,69.0,2.6994974779525323
MYO3,69.0,3.1851803106898435
POP6,69.0,3.916642722548946
CTI6,69.0,4.071689965692301
YKR078W,69.0,3.9726215088550276
RPO41,69.0,4.035809377875899
YPR148C,70.0,3.514397255695366
ATP7,70.0,4.201827510801772
TFB3,70.0,3.2367333729315546
ELF1,70.0,4.170930285117743
HMRA1,70.0,3.793798413584455
YHC1,70.0,3.986482404804747
NFU1,70.0,4.157687909338827
MTC6,70.0,3.7437118912127794
SEC65,70.0,4.196208852028066
FUN26,70.0,3.8775949000464776
PHO5,70.0,3.7453091269718892
VPS52,71.0,4.24233404039055
ETT1,71.0,4.235457332331147
SPO12,71.0,2.6146790019306434
FCJ1,71.0,3.848442288588204
SED1,71.0,3.5152224118776183
CBP4,71.0,4.085877817297105
YER034W,71.0,4.219981880459334
COY1,71.0,3.8101964238305035
MTC4,71.0,3.8647641503820758
YCR096C,71.0,4.001532280282286
SKN1,71.0,3.449192654208123
SMD2,71.0,3.3188162344446464
STE50,71.0,3.4651111136556123
MIG1,71.0,4.180918121245404
LOC1,72.0,4.004826910052449
PET117,72.0,4.2477249873440295
SIW14,72.0,3.383304362941107
SRN2,72.0,4.133745995739489
DET1,72.0,4.147853119953961
PAF1,72.0,3.943560730383847
CIR1,72.0,4.179694222388897
ZRG8,72.0,4.222722639682299
BUR6,72.0,3.8018622830511384
YPT52,72.0,4.045998276017926
DBF2,72.0,2.852489778304223
ESA1,72.0,4.053405538877059
POP7,72.0,4.185059063392071
YLR456W,72.0,3.9619114081405127
HNT2,72.0,4.181865320324745
YLR257W,73.0,3.7271470243652502
VTI1,73.0,4.18868501926304
GFD1,73.0,3.5083803298458225
APD1,73.0,4.146463683926315
YMR254C,73.0,3.7165065664248362
ATP4,73.0,4.244267090536745
STE18,73.0,4.197257046473078
MSF1,73.0,3.947150702306774
NDL1,73.0,2.9349231616350573
MRPS9,73.0,4.131817825715187
TDA10,73.0,4.124639352048274
YLR297W,73.0,3.859089848035762
SPT3,73.0,3.977461110573334
ERV29,73.0,3.7058545527197033
RAV2,73.0,3.9069519994230837
