Genes,peak_time,Distance
ETR1,9.0,4.8675060520354325
CYC2,71.0,4.867649684421011
TOS1,30.0,4.867873253546349
YPT1,73.0,4.868266988614255
SAC3,63.0,4.868898129322384
RRP7,68.0,4.8695212134223755
NUP116,36.0,4.869554610643923
YBL081W,30.0,4.87176855736492
IZH3,68.0,4.871888670464765
TCB1,9.0,4.872043926550634
LTO1,4.0,4.872305015972876
DMA2,41.0,4.872607661346709
TPK1,0.0,4.872641373914899
INO4,3.0,4.872758999232529
MET1,45.0,4.873596175573113
CTS2,10.0,4.873830512670541
BRF1,30.0,4.87395742422009
RPF1,44.0,4.874443794618494
FRE1,55.0,4.874663604201976
APC9,68.0,4.874747910377074
VAB2,7.0,4.874752459124377
MRPL13,0.0,4.874778100198007
YKL151C,4.0,4.875080328752937
YNL035C,18.0,4.875731908517199
SEC11,15.0,4.8758841845099035
CRR1,58.0,4.87616162174778
AFG3,20.0,4.876505707215492
LYS12,50.0,4.876717176413446
RAD57,18.0,4.876889138989777
ERD2,11.0,4.87715601818092
SMC3,23.0,4.877620963000507
CLC1,69.0,4.878003851952971
SHY1,6.0,4.878711019404401
TRM11,49.0,4.878950415177771
OSH3,70.0,4.879146538822734
AIF1,10.0,4.879278626173403
PRE4,10.0,4.879285921704833
BRR2,3.0,4.879644398132675
RSM19,73.0,4.880490665325119
SEC1,10.0,4.880621477359584
GIR2,72.0,4.880783654151839
YLR363W-A,52.0,4.880828628971076
ASN2,19.0,4.880941098627452
HSP10,25.0,4.881451051270608
UBR1,7.0,4.881560365452135
TAF1,28.0,4.881656720106436
CTS1,20.0,4.8817356988453104
RTR2,70.0,4.881820773452185
YDR365W-B,20.0,4.881893573896942
RGT2,5.0,4.882003735171638
YHR210C,4.0,4.882425649391216
RSC1,52.0,4.883013296916569
YDL086W,10.0,4.883088102779797
FCF1,55.0,4.883544437923941
VPS24,70.0,4.8845459256724855
MOG1,13.0,4.884563071333907
PRP42,56.0,4.8846010551819345
TPI1,60.0,4.8846895656779665
MRS1,10.0,4.884874427095904
BRR1,49.0,4.884878537554015
YAP1,0.0,4.886103562062474
CWC22,19.0,4.8872755741998954
PCL7,51.0,4.887679647572535
FUN14,10.0,4.8879757551785845
ARC35,6.0,4.8881479419221545
FOL1,32.0,4.888230921797699
HST1,52.0,4.888260988949544
APQ12,13.0,4.888321918709105
SOD2,0.0,4.888518721293505
snR44,26.0,4.889944319582052
AKR2,42.0,4.890101701511704
JLP1,17.0,4.8902622290278694
PHO87,63.0,4.890465765168832
MET18,41.0,4.890519506694736
MAS2,11.0,4.8906456381932495
UGO1,64.0,4.890896041022596
YFR035C,46.0,4.891011231704978
YDR286C,71.0,4.891034636405514
ELP3,46.0,4.891554758504964
QCR2,73.0,4.8917307926274916
SWC3,67.0,4.892451371313228
SWT1,24.0,4.892483130000969
BIR1,50.0,4.893188747584691
FUN30,31.0,4.893667432592655
EXG2,38.0,4.893782762768762
TAF13,0.0,4.894064531647125
YBR032W,24.0,4.894374989812164
PSF2,16.0,4.894810298863809
VOA1,55.0,4.894990871328084
RGP1,10.0,4.895175906636936
RMD6,47.0,4.895805530984839
RPL27A,66.0,4.896291974835557
RAD1,17.0,4.896650735089488
OGG1,28.0,4.896935022882285
CUR1,17.0,4.8977254448490175
TFB5,16.0,4.897821964043728
UPF3,67.0,4.897849029544745
GRH1,8.0,4.8980381954181045
PRP22,49.0,4.898473213820567
PHM8,73.0,4.89869878270755
DOS2,60.0,4.898751862049307
SEC59,30.0,4.898768994919189
SGV1,63.0,4.898804225398429
DIG1,63.0,4.899302304050535
RPC53,0.0,4.899649260969418
YBR013C,66.0,4.900178701726131
YDR239C,49.0,4.900728796559577
MNL2,61.0,4.900748822135689
snR14,22.0,4.900998456981486
FAS2,10.0,4.901555114548018
RPL31A,68.0,4.902764986061847
PHA2,28.0,4.903121733878807
RPB4,62.0,4.903717286426007
YNL040W,19.0,4.903823004037092
TIM18,49.0,4.904006854030324
SED4,6.0,4.904337762274547
SGF29,30.0,4.904657233060795
OYE3,63.0,4.904767372770709
SDH3,0.0,4.905037124035093
JID1,5.0,4.905488964901658
GCV1,40.0,4.905610021052069
UTP9,45.0,4.905799445727091
FIT1,16.0,4.905846408300031
SLM5,64.0,4.905974979547013
YLR285C-A,23.0,4.9061221154334405
BCH2,38.0,4.906155660934129
SIS1,12.0,4.906208269268084
YDL244W,10.0,4.906668658701263
APL5,4.0,4.906669417309062
GAL10,50.0,4.906832629881902
ISD11,3.0,4.907000384157742
QCR10,2.0,4.907131585975849
MRP8,4.0,4.908169749473419
ATP19,71.0,4.908299805991904
ZAP1,4.0,4.9091478896776675
YIL175W,16.0,4.909223464009596
VPS16,58.0,4.909314477982731
RNR1,26.0,4.909394510144803
KIN1,6.0,4.909453419750006
YAF9,1.0,4.909669484035907
COQ1,4.0,4.911222505186673
YIM1,9.0,4.911389398877892
YOR152C,62.0,4.9114222281544775
NCP1,24.0,4.911530991880016
RPC19,45.0,4.911644043512323
AHA1,28.0,4.911665762926944
TMA23,1.0,4.911980473534811
TSA1,63.0,4.912135483454656
RPS15,41.0,4.912501679394602
YML020W,20.0,4.912523499768006
RRN5,47.0,4.912539536009052
SPS19,21.0,4.912782493602018
TRA1,45.0,4.913057430417604
CUS2,72.0,4.913194255339533
SEC66,22.0,4.913289546813963
HYR1,12.0,4.913464238414303
ISN1,8.0,4.913685486850927
YPR203W,16.0,4.913947659845631
TVP38,62.0,4.914583805135556
BUD7,63.0,4.915407063800088
MRPL22,72.0,4.915422360408683
YMR027W,8.0,4.915691988288052
CDC55,64.0,4.9157905880901644
PIH1,1.0,4.9161544630367215
WSS1,62.0,4.916394700350643
LSG1,47.0,4.916402280687539
YFL066C,20.0,4.916841434106728
RRN3,40.0,4.917089810764051
SPB1,37.0,4.9176316211196305
MTR4,42.0,4.918816206826136
MYO2,41.0,4.918909346344078
AAT1,25.0,4.9192258938401645
NMD2,48.0,4.919626521850365
MSR1,72.0,4.91985353964808
LCL3,70.0,4.920203360749517
CCT5,39.0,4.921108341860786
VPS71,60.0,4.921389530440585
TYW1,40.0,4.92180673954582
GRX5,5.0,4.92184035424092
STI1,15.0,4.92222416304315
VMA6,61.0,4.922587134006278
IMP2',0.0,4.922630833463577
SGT1,0.0,4.922757758688228
BSC6,3.0,4.922851885721222
DCS1,4.0,4.923230900887794
MAK31,3.0,4.9241410590922765
SPH1,27.0,4.924343269046033
RGD1,71.0,4.924613443548769
PBP4,71.0,4.924842864164035
HOM6,2.0,4.925747544255741
NIP7,42.0,4.925811673070488
YDR385W,49.0,4.926170343520114
KTR6,42.0,4.926224542238192
HVG1,1.0,4.926257298486199
OSH2,8.0,4.927769758045451
PDS5,27.0,4.9282382432963585
snR11,7.0,4.929127335911147
IDP3,8.0,4.929129911499027
GRE1,73.0,4.929324590865698
ESC8,24.0,4.929425364103245
CCR4,42.0,4.93003207045591
RPP2A,24.0,4.930168949766946
WSC3,25.0,4.931864400508943
snR51,67.0,4.932027132223708
GRS1,38.0,4.9323671448045925
HIS6,34.0,4.932469118513812
HOL1,56.0,4.932794180585455
YDR115W,20.0,4.933221700587667
YPL275W,30.0,4.933886695651022
YJR160C,14.0,4.934106003429734
YRA2,68.0,4.934774049296452
MDE1,38.0,4.935494427840212
LSC2,11.0,4.935702860461819
LYS9,2.0,4.935772330794308
TAH11,29.0,4.935982607075816
PSK2,34.0,4.936180119334489
CBP2,3.0,4.9362061976743625
IRC21,54.0,4.936700794571248
RPL4B,40.0,4.936814458582297
TAF14,38.0,4.936842072637138
MHR1,69.0,4.936849700717681
YDR476C,2.0,4.937101765565852
NSA1,48.0,4.937154938618926
MMT1,30.0,4.937337257231786
SPC1,30.0,4.937830411766788
SYT1,16.0,4.937952317656718
NTE1,28.0,4.93797824373044
DNM1,50.0,4.938208851916847
ASC1,1.0,4.938794487058122
YMR272W-B,35.0,4.93886411524016
PDR12,38.0,4.939021718514321
MRPL32,69.0,4.939678352209412
RKM3,45.0,4.940189382701241
NOP1,43.0,4.940380183665143
CDC34,69.0,4.940831106531948
ADH4,36.0,4.941464558178836
ATG13,23.0,4.942789298884247
YHR215W,71.0,4.943232501420467
DBP7,41.0,4.94347371076229
FMP37,7.0,4.943629703189182
NAT1,24.0,4.943756715439127
RPS27A,40.0,4.944302998054116
KAP95,16.0,4.944359836177731
RBD2,3.0,4.9443777181066215
CIA1,41.0,4.944402433499683
ASI2,73.0,4.944586089201727
DAS2,55.0,4.945198735473794
FES1,11.0,4.94533957430196
NOT3,63.0,4.946103317945308
EST2,33.0,4.946207014427744
HTD2,11.0,4.946306739784157
SUI1,48.0,4.946674732789489
TIM9,72.0,4.947097292119752
ATP16,5.0,4.947408166358926
ENT3,1.0,4.948092547843102
UTP11,47.0,4.948376993278414
RAD33,55.0,4.948537176912401
SWD2,6.0,4.948647124408721
RPL22B,25.0,4.94874890976232
RPL36B,67.0,4.949070370472817
STT4,37.0,4.94912980946477
CBF5,49.0,4.949150379458231
NOP6,73.0,4.949304254642185
MEU1,31.0,4.949366160383731
YML082W,64.0,4.949502285261185
CUE3,71.0,4.949635091477811
KAP114,22.0,4.950109072795546
IMP2,2.0,4.950247249072099
HNT3,9.0,4.950330312388845
RRP40,54.0,4.950364783893539
YMR141C,4.0,4.950749029588479
HRR25,3.0,4.952095056981991
BIK1,20.0,4.952585269995994
CIN1,28.0,4.95275281528356
YCR075W-A,49.0,4.953389573307351
YEL043W,45.0,4.953436835622177
YML026C,40.0,4.954022832562013
CCT2,26.0,4.954271135524786
YOR283W,32.0,4.954299807905304
HAM1,47.0,4.95500150581737
UBP11,1.0,4.955227933393702
YCK3,54.0,4.955228953578349
PMP3,58.0,4.955230236569936
UIP3,6.0,4.956060859038201
FCY1,55.0,4.956363568338269
TAM41,63.0,4.95641085815713
YER134C,4.0,4.957175810688379
TIF11,71.0,4.957582224853087
RPF2,49.0,4.9580332045802304
KRE33,41.0,4.95886024208391
DSE4,7.0,4.958951294346575
YPR084W,49.0,4.95968920110866
MF(ALPHA)2,17.0,4.959758752564292
TGL4,2.0,4.959792889294004
PCL6,68.0,4.961956122647794
YBP2,27.0,4.962076118949971
MDR1,6.0,4.962904385792826
HSP82,16.0,4.963238108921355
CBC2,66.0,4.963243362426128
ACH1,13.0,4.963590279385138
PGD1,49.0,4.9637726333406675
APT2,14.0,4.963814555896609
YDR418W,35.0,4.964170229285705
CCT8,25.0,4.964682684665174
VPS8,68.0,4.965160010651369
RPL16B,22.0,4.965162252204381
MGR2,18.0,4.9654300215496505
YAL063C,19.0,4.965447050987607
UBP12,44.0,4.965849860365267
OAR1,39.0,4.966008951271055
RPN4,16.0,4.966329637953312
MSC2,73.0,4.966447108316832
PDR11,39.0,4.967250688834417
DLS1,49.0,4.9674036924316445
EBP2,5.0,4.9675726061885515
STP22,17.0,4.968092323574046
APM3,36.0,4.968215606314175
MND2,1.0,4.9682760318885775
KTR4,2.0,4.968912316340999
SCS3,14.0,4.969110216292344
SEC9,70.0,4.969129313267382
ARD1,35.0,4.96919468851831
YIL024C,4.0,4.969428300998518
YPS3,19.0,4.970164827092179
SEA4,46.0,4.9710053889873915
TRM44,41.0,4.971087186815921
SCS7,22.0,4.971120505767028
ERV14,49.0,4.971333126103179
REI1,42.0,4.972555791333316
STF1,6.0,4.973268981621392
YEL014C,41.0,4.97328162497368
PPN1,3.0,4.973365871850023
LEU5,5.0,4.974448132859355
INM1,10.0,4.974511302698862
MPP6,8.0,4.974877947362964
YCR015C,66.0,4.974896052652318
YDR010C,16.0,4.975069937936405
TAF4,4.0,4.975719771154445
USB1,68.0,4.97589874002715
HFI1,52.0,4.976592800841088
YAR009C,20.0,4.97675363994946
LCB1,21.0,4.977370533713178
MIC14,72.0,4.978085316992081
RRT14,50.0,4.978278719538037
NSI1,67.0,4.978370447748858
HSF1,55.0,4.9788172308409395
IDS2,1.0,4.979142907727919
FET4,33.0,4.979631803458835
YFH7,7.0,4.980272154976327
TCB3,44.0,4.980330933959836
RPC34,48.0,4.981079940444942
HFA1,38.0,4.98168095221415
MCM21,42.0,4.9820666252234105
RRP36,62.0,4.982214933132018
NUP1,43.0,4.983264812140912
RAD16,1.0,4.984106049892663
DYS1,39.0,4.984238765351652
PDR17,39.0,4.9865224156994605
UBP7,19.0,4.98727930876617
JIP4,0.0,4.987318353175102
VPH2,37.0,4.987664744092534
YCF1,11.0,4.987783202926201
SPE2,43.0,4.987850757102506
ATG1,73.0,4.987998845680222
LYS20,18.0,4.988163589393406
TIM21,52.0,4.988699951098068
PCF11,36.0,4.988899953717378
ILV1,28.0,4.989272678054957
ERV46,21.0,4.989297289437746
RPN10,1.0,4.990512865222251
RSM27,63.0,4.992048415420468
YCR006C,57.0,4.992476715228481
IRC19,46.0,4.9929559960779315
MRPS18,70.0,4.993248048858315
MIA40,73.0,4.993819416680247
RPL5,36.0,4.99508459534033
TOS4,28.0,4.995513614865024
YPR071W,21.0,4.995636067403054
YPR097W,19.0,4.995838829410876
BNA4,52.0,4.99590390127038
SKI2,63.0,4.99591092209439
YER188C-A,2.0,4.995998323008795
PDR1,45.0,4.996223063092594
YAP7,11.0,4.996436637522072
VPS35,69.0,4.996639715469811
YEL1,7.0,4.997129448856765
RAI1,7.0,4.99738626496066
TSR3,71.0,4.997463663770137
YBL027W,67.0,4.99754051631168
YPL107W,5.0,4.9978523376414445
YJR129C,39.0,4.998788021904607
ACK1,70.0,4.998874207854361
YDR341C,30.0,4.998927318893661
CTR2,34.0,4.99898928351185
MAF1,22.0,4.99982456299859
EFG1,1.0,4.999826675245737
MRPS12,9.0,5.000390746259276
YDL073W,48.0,5.002114911681202
MYO5,73.0,5.002120821538455
SEC31,29.0,5.002124614362767
SLZ1,57.0,5.002264501097927
DRS2,14.0,5.002847019552292
SRP21,52.0,5.003047644048432
YNL162W-A,36.0,5.003312168372877
NAB3,47.0,5.003877283817956
PRT1,36.0,5.004363600472006
RFM1,11.0,5.004968005366224
PHO3,66.0,5.0051068098073195
SNF1,58.0,5.00530922131569
RPS13,27.0,5.005538248995071
GCD10,44.0,5.005830903907275
YBR242W,50.0,5.006661142015635
TEX1,36.0,5.006724122177626
YIL151C,1.0,5.006755888339733
RCF1,72.0,5.006842010814209
TIF34,44.0,5.0081983694426935
YJR056C,73.0,5.0083402156737105
CDC26,28.0,5.008470214283406
MET28,42.0,5.008628951634499
MAP1,40.0,5.008836919291165
snR63,48.0,5.008884121965576
YJU2,68.0,5.009242955902277
YDR003W-A,69.0,5.00941448822306
RPD3,23.0,5.010880195621634
OSH7,67.0,5.01103804996737
ORM1,56.0,5.0111768360443945
RPS10A,51.0,5.0111928682940015
SMB1,68.0,5.011251130631925
AFT1,45.0,5.011660816719519
YJR145C,42.0,5.012116345772999
SYF1,0.0,5.012812245584332
YGL010W,0.0,5.012832898739146
VHS3,4.0,5.012915914458469
PUS2,41.0,5.013119163523707
MLF3,73.0,5.013257012735617
UTP21,38.0,5.013434322617526
NOP56,42.0,5.013771039487436
MTQ1,16.0,5.015100669344407
UPC2,28.0,5.015166652143352
DOG2,9.0,5.01518279031678
SNX3,70.0,5.015520657184709
YBL071C,37.0,5.01571499696718
YFH1,16.0,5.016429304267194
HO,17.0,5.016909050270371
YIP4,8.0,5.017415205979824
XRN1,41.0,5.017689026240033
LCB2,27.0,5.01825752089327
YJL199C,8.0,5.019068596722893
MET5,45.0,5.019165093930793
YER078W-A,67.0,5.019271912983766
PAM16,67.0,5.019449529139887
EXO5,32.0,5.0195779337150945
UTR4,69.0,5.0201171471699935
TOM70,64.0,5.020477440997644
PGS1,42.0,5.02056295259827
HAS1,42.0,5.020652099303956
PHO2,29.0,5.02070634992988
RRP1,51.0,5.021565265347064
NOP13,43.0,5.021667216775796
YOL103W-B,24.0,5.02226734844929
RIM1,35.0,5.022695873455669
SNP1,33.0,5.023360761138077
HSP31,20.0,5.02351057490483
SLD3,37.0,5.0235919829592905
MRM2,6.0,5.0237632945769155
MDM10,69.0,5.024005885096589
SOL1,4.0,5.024317706060471
ATP2,69.0,5.0248417800673435
YBR220C,36.0,5.025011536472906
PDB1,13.0,5.025187724481063
STB4,41.0,5.0253418276792035
YDR344C,59.0,5.0253764427756344
YRR1,68.0,5.025893634674945
RPN3,7.0,5.026098034414986
CFT2,47.0,5.026297405296873
YDL136W,63.0,5.026614749760876
MRPS5,69.0,5.026813825984675
SSE1,30.0,5.028077528325678
SPT2,69.0,5.028112602548856
CDC1,43.0,5.02822205261311
PUP1,4.0,5.029366072259585
IMO32,3.0,5.0295551573303365
SHR5,54.0,5.029791899483862
URE2,6.0,5.0299547973566625
ERF2,42.0,5.030083582190037
SHQ1,50.0,5.030228026331604
PHO23,6.0,5.030408956464144
ATF1,43.0,5.0304824405867885
CDC53,0.0,5.030606271447097
UTP8,42.0,5.030771898375727
RPO26,2.0,5.031881892836982
MCR1,6.0,5.032009198248953
SEC16,60.0,5.032512574380653
ECM8,40.0,5.032514380935693
BEM2,12.0,5.033066156653645
ARP5,64.0,5.033154223212656
HSU1,17.0,5.033760073673291
MOT2,33.0,5.033925998280492
NNK1,67.0,5.034398588929659
BPL1,50.0,5.034880849711855
NUP145,40.0,5.035213275661099
SOF1,35.0,5.035256653744615
NPP1,34.0,5.035322407159362
MIC23,10.0,5.035623086797524
PEX17,72.0,5.036009774961693
FRA1,70.0,5.036035764038493
NOP12,63.0,5.036129631897995
YKR045C,45.0,5.036291746959284
MDM35,3.0,5.0364833819632056
GSH1,61.0,5.036646151352853
TFB6,67.0,5.036926024354529
GNP1,13.0,5.036962207293078
AIM44,3.0,5.037343150554807
RPS0A,44.0,5.038156002934837
GEP4,37.0,5.03838896994727
PKR1,55.0,5.038449920695718
PET123,70.0,5.038564402780231
STE24,21.0,5.038887155754542
GLE2,13.0,5.039143304517343
YMR099C,12.0,5.03921827500243
FAP1,38.0,5.039701314280469
YLR118C,15.0,5.04000780151192
YBR230W-A,12.0,5.040413589583588
PET130,3.0,5.040515905592349
SKI8,42.0,5.040686175812685
YIL089W,27.0,5.040690613837504
TVP15,4.0,5.041169864996624
PRP11,2.0,5.041298114376945
BET3,44.0,5.041513020134234
SNU23,16.0,5.041852326603045
MRPS8,69.0,5.042625976625467
GRS2,73.0,5.0429470300197305
STE23,24.0,5.0429762821068715
BUD25,71.0,5.043053485837303
RIM20,71.0,5.043201375602273
TOS8,58.0,5.0432119973991245
YDL176W,45.0,5.043346874397467
YEL008W,49.0,5.043582558513615
BAP3,34.0,5.043681526927152
YJL160C,13.0,5.0436982250827835
SEC2,14.0,5.043748352009524
YEL028W,18.0,5.045695517425044
SIP2,70.0,5.045987105603187
SLF1,67.0,5.046487357825574
PDX3,12.0,5.047695243418631
COG6,43.0,5.047717148778382
MCM1,61.0,5.047860746723708
RNA15,70.0,5.04886889506491
YML037C,49.0,5.049029025754426
GEP3,44.0,5.049100998940225
DUG3,43.0,5.049294065602737
HAT1,67.0,5.049304843137492
snR67,35.0,5.049444552016309
YNL146C-A,5.0,5.049468936375743
SIZ1,69.0,5.049729378261586
DHR2,41.0,5.050469087151725
CFT1,62.0,5.051187522892447
HOS1,47.0,5.051973529224612
PRO1,38.0,5.052759343731378
YGL041C-B,48.0,5.052912661476808
DCP2,49.0,5.052951679708507
RPS31,66.0,5.053088621621102
JEM1,21.0,5.053372287702404
SPC72,29.0,5.053593231284735
GID8,73.0,5.054779096019529
PNO1,41.0,5.0548423576695845
BNA1,18.0,5.055687239458717
YDL129W,46.0,5.0558044449771415
EGT2,7.0,5.056387516256732
REX4,42.0,5.056462758036325
MAM33,35.0,5.056484446932888
YJR085C,13.0,5.056508498167491
RPL25,1.0,5.056839314798196
EMC6,30.0,5.057014128766822
CLA4,7.0,5.05715002423029
MRPL37,2.0,5.057992796632981
PUF2,66.0,5.058765884940571
YOL013W-A,58.0,5.059459023733913
YLR446W,55.0,5.05991238875836
TGL2,8.0,5.060233367291715
LSM7,4.0,5.060265342941819
OST4,34.0,5.060392896346742
MGR3,70.0,5.060443315610602
YNL134C,5.0,5.060476462332103
STE7,1.0,5.060513311366664
SEC7,51.0,5.060753888582153
RPS2,40.0,5.061092639360773
IME1,65.0,5.061224377148515
PGK1,61.0,5.061344952370677
ASM4,50.0,5.061599390537916
RPS12,73.0,5.061607021108331
HTL1,23.0,5.061899641781889
GLE1,64.0,5.062181317488507
TPS1,4.0,5.06358054040148
NAM9,73.0,5.064253155665747
TPK3,46.0,5.06585533323321
YHR054C,58.0,5.066326641150088
SIN3,42.0,5.066361538607269
AGE1,28.0,5.066879121819422
THI4,20.0,5.067358077540679
MRPL10,69.0,5.06770808948202
IES4,68.0,5.067792893547654
YDL242W,16.0,5.068029969630198
ESF2,1.0,5.068244371327111
PET494,50.0,5.068413970498003
HEM2,3.0,5.0690194662748045
LEU3,50.0,5.0691834097012105
RHB1,0.0,5.0694491898384495
MAL31,73.0,5.069599712417321
ERP6,12.0,5.06977775007144
ULS1,45.0,5.069850034121408
YEF1,10.0,5.0699515071349035
CWC25,67.0,5.070340811847708
PSE1,25.0,5.070949831093089
PSD2,62.0,5.071186541679129
RPS11A /// RPS11B,35.0,5.071891453871473
RAD24,37.0,5.072618924368695
YNL332W,38.0,5.0726425147238805
PCC1,0.0,5.072733100600308
KIN82,2.0,5.072751389187539
HOC1,35.0,5.073080888319633
REC104,21.0,5.0731403963251696
PAN5,31.0,5.0732540529955745
RPL6B,38.0,5.07342590767425
CPD1,2.0,5.073641906301807
AIM2,12.0,5.073779319705019
NEW1,44.0,5.07405786866044
IRC3,56.0,5.074454869803802
CLU1,25.0,5.074580646722957
SAP1,57.0,5.07519097406823
PKH2,68.0,5.0758890155888166
ENT5,66.0,5.076992179631637
YMR262W,8.0,5.077144556265567
RPL8A,52.0,5.07720924140514
AIM10,64.0,5.077232447593733
INP51,65.0,5.077420982711114
RPS28A,27.0,5.077488512240559
RUD3,66.0,5.077705146948937
IPI1,41.0,5.077980222231531
YFL041W-A,2.0,5.078201909859822
VAM6,68.0,5.078296750660311
NOP4,41.0,5.078522343391083
YDR366C,8.0,5.079018892704206
JJJ2,62.0,5.079276207929668
ISW2,66.0,5.079836542202275
YPL260W,2.0,5.080064736449349
ECI1,10.0,5.080802639383483
CLP1,7.0,5.080883727677813
LRP1,60.0,5.081001608022746
PGC1,4.0,5.081144886782697
PUS7,51.0,5.081964352682664
RBG2,32.0,5.082154824614737
CBP6,64.0,5.082653054969197
ADP1,56.0,5.082831978388693
YPL278C,7.0,5.0844618765401925
YBR255C-A,10.0,5.084489836945178
TMA46,1.0,5.084713160940585
YPR027C,68.0,5.084723367364468
INP53,10.0,5.0850238072133
MET17,50.0,5.085030170411307
RRI2,0.0,5.085080631871206
RIO2,39.0,5.085634394535658
MED6,66.0,5.086478946316445
UTP25,48.0,5.0868055861149
EHT1,66.0,5.087578853181539
SRV2,14.0,5.08899562435282
PRE1,4.0,5.089021213311311
YEN1,2.0,5.089508354279869
YKL133C,72.0,5.0902425049141895
RPL28,2.0,5.090276572146558
LOT6,61.0,5.0906039639493255
YER117W,29.0,5.090713184757731
GSY2,8.0,5.090955144133799
YPL248C,4.0,5.091060010614326
BIO5,24.0,5.091946125901798
RRS1,47.0,5.092011077224983
YGL159W,38.0,5.092082752968566
COA6,73.0,5.092280414451033
PTK1,24.0,5.092548996098889
PDE2,11.0,5.092855840625699
SPL2,63.0,5.093224281659204
RMD5,68.0,5.0938176798388355
MRP10,72.0,5.094071721757335
SEN54,50.0,5.094269846042062
YCR051W,47.0,5.0943303685915176
ATG9,9.0,5.0943311199895005
AIM1,22.0,5.094449183174724
SEC62,19.0,5.094869180271099
ARR1,15.0,5.096201354315271
YIL163C,9.0,5.096226151607739
YIR035C,46.0,5.096259582600033
PEX4,52.0,5.096499002960052
CEP3,8.0,5.096994192174211
TRZ1,43.0,5.097179108969676
YOL085C,40.0,5.097430041674889
LRE1,65.0,5.0976101814304
RHO4,52.0,5.097636852960683
PDR3,21.0,5.098078327493722
YMR187C,46.0,5.099057942593532
MCM16,45.0,5.099123840798618
URC2,64.0,5.100142835769448
ACP1,5.0,5.101104759476743
ADR1,67.0,5.1011848910535855
YBR137W,11.0,5.101313853879658
RPS28B,38.0,5.102039410137347
GCR2,38.0,5.102549986301366
PEX31,3.0,5.1031097701271575
RPL13B,61.0,5.103313351020632
YPL225W,3.0,5.103360817721184
VPS28,56.0,5.103848234263535
YMR247W-A,73.0,5.103989226552462
MRP2,0.0,5.104253917300403
IZH4,0.0,5.104664853117014
RRP17,68.0,5.104890071240265
RPL19A /// RPL19B,69.0,5.104942609420336
SGM1,26.0,5.1049568993907775
RPS21B,32.0,5.1050418207781325
YDR222W,36.0,5.10516757688091
YLR155C,10.0,5.1054182911253525
YLR157C,10.0,5.1054723415991425
YLR160C,10.0,5.1054723415991425
YLR158C,10.0,5.1054723415991425
KXD1,33.0,5.106128689216053
STE4,2.0,5.106376910448493
PAI3,12.0,5.106489046356174
KIN28,41.0,5.106746440616638
AIM5,5.0,5.106826681277079
YKL063C,49.0,5.10720138305406
MTG2,63.0,5.107533765759862
ARR2,9.0,5.1075447802946305
BRX1,43.0,5.107617485718718
YML132W,14.0,5.107791170046365
APE4,9.0,5.10894955616258
BUR2,55.0,5.10930960651976
PET112,47.0,5.110153426449765
MEP3,9.0,5.111498167163205
YBR302C,14.0,5.11150399207939
SHE9,11.0,5.111843930414401
MRPL3,39.0,5.112014193998988
YSC84,6.0,5.112420751726801
TRM9,39.0,5.112924407600909
RSC6,42.0,5.113258269078773
MSC6,64.0,5.113293233038311
MET12,20.0,5.113644450987149
YGR125W,63.0,5.114266781101638
RPB2,34.0,5.1144075074335555
YJR156C,8.0,5.114492900564115
snR56,6.0,5.114663183733408
MIM1,19.0,5.114688653871056
SER1,25.0,5.115368923365922
EST3,7.0,5.115838762704043
RPL37A,43.0,5.115876748037009
YSP1,14.0,5.116508816354894
TCP1,19.0,5.117763991413607
MDM31,4.0,5.118011497808071
SSL1,22.0,5.1190831098580665
YKL023C-A,50.0,5.119893463429241
OPI1,71.0,5.120289630621765
VPS25,73.0,5.120535607845283
IBA57,10.0,5.120856248228854
AIP1,6.0,5.121131861780108
YEF3,39.0,5.121635992422771
MRPL35,47.0,5.122608109738781
ALA1,29.0,5.122670368842974
AIM22,64.0,5.1229513781449585
ERG28,6.0,5.123132934233204
YGR210C,47.0,5.123584060708434
MST1,1.0,5.123750032782257
POL4,51.0,5.124035362520664
YIL029C,69.0,5.124053209879026
GCN1,10.0,5.124224253457931
NOC2,45.0,5.12450473918481
IRC25,46.0,5.124658667878007
SEC21,35.0,5.124673103189692
MUP1,42.0,5.124835131739111
YLR345W,2.0,5.1252222358910995
YPL216W,12.0,5.125525665487845
REX2,59.0,5.125968438052651
PTM1,4.0,5.126141831752658
MTQ2,42.0,5.127026232242835
ERV15,4.0,5.127235437637227
TSA2,9.0,5.127283768412641
SIR2,25.0,5.1274533128304745
ILV3,19.0,5.1276167426582075
ICE2,60.0,5.127686483426427
YER130C,56.0,5.127740135865839
NCL1,42.0,5.128315203565576
BUD23,43.0,5.1293351909070966
SEC4,73.0,5.129361366524362
ICP55,12.0,5.12974241251873
FUR1,39.0,5.129897251342667
SHB17,43.0,5.130113364816523
YOL097W-A,15.0,5.130511443585539
SWR1,63.0,5.130548903042503
RLP7,56.0,5.130772031874756
YPL198W,24.0,5.131499932543782
SLD7,62.0,5.131506512568536
SSH1,68.0,5.131639937792293
NSG2,6.0,5.131849496197088
NRP1,36.0,5.131988497057994
HXT4,6.0,5.132403266845532
CUP2,1.0,5.132727314524113
snR75,48.0,5.132995737346776
YJR094W-A,23.0,5.133710763716723
GLG1,73.0,5.133853072193595
YCP4,7.0,5.134451056772162
GON7,54.0,5.134587999132027
NOP9,43.0,5.13574549382744
